Fecha;Hora;Gi;Ta;PFV
2015-1-1;1;0;10,4;0
2015-1-1;2;0;10,2;0
2015-1-1;3;0;10;0
2015-1-1;4;0;9,8;0
2015-1-1;5;0;9,6;0
2015-1-1;6;0;9,4;0
2015-1-1;7;0;9,2;0
2015-1-1;8;0;9;0
2015-1-1;9;13;9,5;3,01
2015-1-1;10;37;9,9;8,51
2015-1-1;11;123;10,8;27,77
2015-1-1;12;192;11,6;42,71
2015-1-1;13;193;12,1;42,82
2015-1-1;14;41;11,7;9,34
2015-1-1;15;98;11,7;22,12
2015-1-1;16;46;11,5;10,48
2015-1-1;17;109;11,2;24,62
2015-1-1;18;0;10,9;0
2015-1-1;19;0;10,7;0
2015-1-1;20;0;10,4;0
2015-1-1;21;0;10,1;0
2015-1-1;22;0;9,8;0
2015-1-1;23;0;9,6;0
2015-1-1;24;0;9,3;0
2015-1-2;1;0;8,8;0
2015-1-2;2;0;8,4;0
2015-1-2;3;0;7,9;0
2015-1-2;4;0;7,5;0
2015-1-2;5;0;7;0
2015-1-2;6;0;6,5;0
2015-1-2;7;0;6,1;0
2015-1-2;8;0;5,6;0
2015-1-2;9;27;6,5;6,32
2015-1-2;10;77;7,4;17,8
2015-1-2;11;109;8;25
2015-1-2;12;358;9,3;78,36
2015-1-2;13;389;10,3;84,29
2015-1-2;14;244;10,6;54,08
2015-1-2;15;663;11,3;136,36
2015-1-2;16;502;11,4;106,13
2015-1-2;17;116;10,6;26,25
2015-1-2;18;0;10,2;0
2015-1-2;19;0;9,7;0
2015-1-2;20;0;9,3;0
2015-1-2;21;0;8,9;0
2015-1-2;22;0;8,4;0
2015-1-2;23;0;8;0
2015-1-2;24;0;7,6;0
2015-1-3;1;0;7,1;0
2015-1-3;2;0;6,7;0
2015-1-3;3;0;6,3;0
2015-1-3;4;0;5,8;0
2015-1-3;5;0;5,4;0
2015-1-3;6;0;5;0
2015-1-3;7;0;4,6;0
2015-1-3;8;0;4,1;0
2015-1-3;9;195;6,2;44,49
2015-1-3;10;422;8,2;91,89
2015-1-3;11;727;10,5;148,46
2015-1-3;12;911;12,5;178
2015-1-3;13;876;13,7;171,14
2015-1-3;14;929;14,5;178,91
2015-1-3;15;819;14,7;160,82
2015-1-3;16;592;14;121,57
2015-1-3;17;271;12,5;59,24
2015-1-3;18;0;11,8;0
2015-1-3;19;0;11,1;0
2015-1-3;20;0;10,4;0
2015-1-3;21;0;9,7;0
2015-1-3;22;0;9;0
2015-1-3;23;0;8,3;0
2015-1-3;24;0;7,6;0
2015-1-4;1;0;7;0
2015-1-4;2;0;6,3;0
2015-1-4;3;0;5,6;0
2015-1-4;4;0;4,9;0
2015-1-4;5;0;4,2;0
2015-1-4;6;0;3,5;0
2015-1-4;7;0;2,8;0
2015-1-4;8;0;2,1;0
2015-1-4;9;205;4,1;47,16
2015-1-4;10;314;5,5;70,52
2015-1-4;11;715;7,6;148,55
2015-1-4;12;835;9,1;168,5
2015-1-4;13;865;10,2;172,59
2015-1-4;14;845;10,8;168,67
2015-1-4;15;669;10,8;137,81
2015-1-4;16;377;10;81,98
2015-1-4;17;102;8,7;23,34
2015-1-4;18;0;8,2;0
2015-1-4;19;0;7,7;0
2015-1-4;20;0;7,2;0
2015-1-4;21;0;6,7;0
2015-1-4;22;0;6,2;0
2015-1-4;23;0;5,7;0
2015-1-4;24;0;5,3;0
2015-1-5;1;0;4,8;0
2015-1-5;2;0;4,4;0
2015-1-5;3;0;4;0
2015-1-5;4;0;3,5;0
2015-1-5;5;0;3,1;0
2015-1-5;6;0;2,6;0
2015-1-5;7;0;2,2;0
2015-1-5;8;0;1,8;0
2015-1-5;9;121;3,3;28,31
2015-1-5;10;304;4,9;68,58
2015-1-5;11;630;7;133,24
2015-1-5;12;549;8,1;117,07
2015-1-5;13;672;9,1;139,58
2015-1-5;14;710;9,7;146,04
2015-1-5;15;602;9,8;126,12
2015-1-5;16;518;9,6;110,21
2015-1-5;17;130;8,4;29,66
2015-1-5;18;0;8;0
2015-1-5;19;0;7,6;0
2015-1-5;20;0;7,3;0
2015-1-5;21;0;6,9;0
2015-1-5;22;0;6,5;0
2015-1-5;23;0;6,2;0
2015-1-5;24;0;5,8;0
2015-1-6;1;0;5,5;0
2015-1-6;2;0;5,2;0
2015-1-6;3;0;4,9;0
2015-1-6;4;0;4,7;0
2015-1-6;5;0;4,4;0
2015-1-6;6;0;4,1;0
2015-1-6;7;0;3,9;0
2015-1-6;8;0;3,6;0
2015-1-6;9;17;4,2;4,02
2015-1-6;10;91;5,2;21,2
2015-1-6;11;75;5,5;17,49
2015-1-6;12;357;6,8;79,12
2015-1-6;13;283;7,5;63,26
2015-1-6;14;235;7,8;52,87
2015-1-6;15;82;7,4;18,94
2015-1-6;16;87;7,2;20,1
2015-1-6;17;19;6,6;4,45
2015-1-6;18;0;6,3;0
2015-1-6;19;0;6;0
2015-1-6;20;0;5,7;0
2015-1-6;21;0;5,4;0
2015-1-6;22;0;5;0
2015-1-6;23;0;4,7;0
2015-1-6;24;0;4,4;0
2015-1-7;1;0;4;0
2015-1-7;2;0;3,6;0
2015-1-7;3;0;3,3;0
2015-1-7;4;0;2,9;0
2015-1-7;5;0;2,5;0
2015-1-7;6;0;2,1;0
2015-1-7;7;0;1,7;0
2015-1-7;8;0;1,4;0
2015-1-7;9;171;3,4;39,67
2015-1-7;10;355;4,8;79,46
2015-1-7;11;543;6,5;116,85
2015-1-7;12;862;8,5;173,66
2015-1-7;13;798;9,5;161,76
2015-1-7;14;849;10,3;169,8
2015-1-7;15;583;10,2;122,29
2015-1-7;16;383;9,4;83,45
2015-1-7;17;173;8,2;39,23
2015-1-7;18;0;7,8;0
2015-1-7;19;0;7,4;0
2015-1-7;20;0;7;0
2015-1-7;21;0;6,6;0
2015-1-7;22;0;6,2;0
2015-1-7;23;0;5,8;0
2015-1-7;24;0;5,4;0
2015-1-8;1;0;4,9;0
2015-1-8;2;0;4,5;0
2015-1-8;3;0;4,1;0
2015-1-8;4;0;3,7;0
2015-1-8;5;0;3,2;0
2015-1-8;6;0;2,8;0
2015-1-8;7;0;2,4;0
2015-1-8;8;0;2;0
2015-1-8;9;191;4;44,05
2015-1-8;10;218;4,9;49,86
2015-1-8;11;421;6,2;92,59
2015-1-8;12;382;7;84,23
2015-1-8;13;366;7,4;80,75
2015-1-8;14;42;6,3;9,81
2015-1-8;15;231;6,3;52,37
2015-1-8;16;393;6,4;86,75
2015-1-8;17;109;5,7;25,27
2015-1-8;18;0;5,5;0
2015-1-8;19;0;5,2;0
2015-1-8;20;0;4,9;0
2015-1-8;21;0;4,6;0
2015-1-8;22;0;4,4;0
2015-1-8;23;0;4,1;0
2015-1-8;24;0;3,8;0
2015-1-9;1;0;3,6;0
2015-1-9;2;0;3,4;0
2015-1-9;3;0;3,1;0
2015-1-9;4;0;2,9;0
2015-1-9;5;0;2,7;0
2015-1-9;6;0;2,5;0
2015-1-9;7;0;2,2;0
2015-1-9;8;0;2;0
2015-1-9;9;159;3,6;36,93
2015-1-9;10;318;4,7;71,64
2015-1-9;11;468;5,8;102,33
2015-1-9;12;347;6,3;77,21
2015-1-9;13;217;6,5;49,26
2015-1-9;14;134;6,2;30,87
2015-1-9;15;27;5,4;6,35
2015-1-9;16;10;4,7;2,36
2015-1-9;17;1;4,1;0,24
2015-1-9;18;0;4;0
2015-1-9;19;0;3,9;0
2015-1-9;20;0;3,9;0
2015-1-9;21;0;3,8;0
2015-1-9;22;0;3,7;0
2015-1-9;23;0;3,6;0
2015-1-9;24;0;3,5;0
2015-1-10;1;0;3,4;0
2015-1-10;2;0;3,2;0
2015-1-10;3;0;3,1;0
2015-1-10;4;0;2,9;0
2015-1-10;5;0;2,8;0
2015-1-10;6;0;2,6;0
2015-1-10;7;0;2,5;0
2015-1-10;8;0;2,3;0
2015-1-10;9;74;3,6;17,41
2015-1-10;10;329;5,2;73,81
2015-1-10;11;398;6,5;87,74
2015-1-10;12;150;6,6;34,4
2015-1-10;13;76;6;17,68
2015-1-10;14;41;5,3;9,62
2015-1-10;15;182;5,6;41,72
2015-1-10;16;234;5,7;53,18
2015-1-10;17;160;5,3;36,86
2015-1-10;18;0;5;0
2015-1-10;19;0;4,8;0
2015-1-10;20;0;4,5;0
2015-1-10;21;0;4,2;0
2015-1-10;22;0;3,9;0
2015-1-10;23;0;3,6;0
2015-1-10;24;0;3,4;0
2015-1-11;1;0;3;0
2015-1-11;2;0;2,7;0
2015-1-11;3;0;2,3;0
2015-1-11;4;0;2;0
2015-1-11;5;0;1,7;0
2015-1-11;6;0;1,3;0
2015-1-11;7;0;1;0
2015-1-11;8;0;0,7;0
2015-1-11;9;186;2,6;43,21
2015-1-11;10;446;4,6;98,45
2015-1-11;11;710;6,7;148,33
2015-1-11;12;882;8,5;177,05
2015-1-11;13;947;9,8;186,54
2015-1-11;14;881;10,5;174,99
2015-1-11;15;696;10,6;142,84
2015-1-11;16;511;10;108,63
2015-1-11;17;196;8,6;44,2
2015-1-11;18;0;7,9;0
2015-1-11;19;0;7,1;0
2015-1-11;20;0;6,4;0
2015-1-11;21;0;5,6;0
2015-1-11;22;0;4,9;0
2015-1-11;23;0;4,1;0
2015-1-11;24;0;3,4;0
2015-1-12;1;0;2,5;0
2015-1-12;2;0;1,5;0
2015-1-12;3;0;0,5;0
2015-1-12;4;0;-0,5;0
2015-1-12;5;0;-1,5;0
2015-1-12;6;0;-2,5;0
2015-1-12;7;0;-3,4;0
2015-1-12;8;0;-4,4;0
2015-1-12;9;235;-2,7;55,52
2015-1-12;10;482;-1,2;108,78
2015-1-12;11;741;0,4;158,99
2015-1-12;12;814;1,5;171,53
2015-1-12;13;586;1,9;128,08
2015-1-12;14;258;1,3;59,63
2015-1-12;15;431;1,1;97
2015-1-12;16;299;0,4;68,95
2015-1-12;17;169;-0,5;39,93
2015-1-12;18;0;-0,8;0
2015-1-12;19;0;-1,1;0
2015-1-12;20;0;-1,4;0
2015-1-12;21;0;-1,8;0
2015-1-12;22;0;-2,1;0
2015-1-12;23;0;-2,4;0
2015-1-12;24;0;-2,7;0
2015-1-13;1;0;-2,6;0
2015-1-13;2;0;-2,4;0
2015-1-13;3;0;-2,2;0
2015-1-13;4;0;-2,1;0
2015-1-13;5;0;-1,9;0
2015-1-13;6;0;-1,8;0
2015-1-13;7;0;-1,6;0
2015-1-13;8;0;-1,4;0
2015-1-13;9;126;0,3;29,86
2015-1-13;10;499;2,7;110,21
2015-1-13;11;698;4,7;147,63
2015-1-13;12;878;6,4;178,36
2015-1-13;13;897;7,6;180,44
2015-1-13;14;667;8;139,45
2015-1-13;15;359;7,4;79,3
2015-1-13;16;455;6,9;99,17
2015-1-13;17;217;5,8;49,43
2015-1-13;18;0;5,5;0
2015-1-13;19;0;5,2;0
2015-1-13;20;0;4,9;0
2015-1-13;21;0;4,6;0
2015-1-13;22;0;4,2;0
2015-1-13;23;0;3,9;0
2015-1-13;24;0;3,6;0
2015-1-14;1;0;3,1;0
2015-1-14;2;0;2,6;0
2015-1-14;3;0;2,1;0
2015-1-14;4;0;1,6;0
2015-1-14;5;0;1,1;0
2015-1-14;6;0;0,6;0
2015-1-14;7;0;0,1;0
2015-1-14;8;0;-0,4;0
2015-1-14;9;122;1,3;28,8
2015-1-14;10;136;2,2;31,9
2015-1-14;11;152;2,9;35,45
2015-1-14;12;317;4;71,67
2015-1-14;13;431;5;95,19
2015-1-14;14;546;5,8;117,84
2015-1-14;15;675;6,4;142,09
2015-1-14;16;520;6,5;112,33
2015-1-14;17;187;5,6;42,84
2015-1-14;18;0;5;0
2015-1-14;19;0;4,5;0
2015-1-14;20;0;3,9;0
2015-1-14;21;0;3,4;0
2015-1-14;22;0;2,9;0
2015-1-14;23;0;2,3;0
2015-1-14;24;0;1,8;0
2015-1-15;1;0;1,3;0
2015-1-15;2;0;0,8;0
2015-1-15;3;0;0,2;0
2015-1-15;4;0;-0,3;0
2015-1-15;5;0;-0,8;0
2015-1-15;6;0;-1,3;0
2015-1-15;7;0;-1,8;0
2015-1-15;8;0;-2,3;0
2015-1-15;9;166;-0,7;39,28
2015-1-15;10;391;0,9;88,65
2015-1-15;11;427;2;95,75
2015-1-15;12;670;3,3;143,39
2015-1-15;13;562;3,9;122,12
2015-1-15;14;576;4,4;124,56
2015-1-15;15;110;3,5;25,75
2015-1-15;16;32;2,4;7,62
2015-1-15;17;16;1,5;3,83
2015-1-15;18;0;1,3;0
2015-1-15;19;0;1,2;0
2015-1-15;20;0;1;0
2015-1-15;21;0;0,9;0
2015-1-15;22;0;0,7;0
2015-1-15;23;0;0,6;0
2015-1-15;24;0;0,4;0
2015-1-16;1;0;0,3;0
2015-1-16;2;0;0,1;0
2015-1-16;3;0;-0,1;0
2015-1-16;4;0;-0,2;0
2015-1-16;5;0;-0,4;0
2015-1-16;6;0;-0,6;0
2015-1-16;7;0;-0,7;0
2015-1-16;8;0;-0,9;0
2015-1-16;9;184;1,4;43
2015-1-16;10;518;3,5;113,61
2015-1-16;11;655;5,1;139,27
2015-1-16;12;842;6,8;171,78
2015-1-16;13;741;7,6;153,25
2015-1-16;14;726;8;150,23
2015-1-16;15;473;7,8;102,32
2015-1-16;16;168;6,7;38,4
2015-1-16;17;139;5,6;32,08
2015-1-16;18;0;5,3;0
2015-1-16;19;0;5,1;0
2015-1-16;20;0;4,8;0
2015-1-16;21;0;4,6;0
2015-1-16;22;0;4,4;0
2015-1-16;23;0;4,1;0
2015-1-16;24;0;3,9;0
2015-1-17;1;0;3,6;0
2015-1-17;2;0;3,3;0
2015-1-17;3;0;3;0
2015-1-17;4;0;2,8;0
2015-1-17;5;0;2,5;0
2015-1-17;6;0;2,2;0
2015-1-17;7;0;1,9;0
2015-1-17;8;0;1,7;0
2015-1-17;9;71;2,9;16,77
2015-1-17;10;484;5,5;105,71
2015-1-17;11;422;6,7;92,57
2015-1-17;12;451;7,6;98,02
2015-1-17;13;432;8,1;93,96
2015-1-17;14;557;8,7;118,26
2015-1-17;15;222;8,2;49,95
2015-1-17;16;142;7,5;32,47
2015-1-17;17;16;6,5;3,75
2015-1-17;18;0;6,2;0
2015-1-17;19;0;5,9;0
2015-1-17;20;0;5,6;0
2015-1-17;21;0;5,3;0
2015-1-17;22;0;5,1;0
2015-1-17;23;0;4,8;0
2015-1-17;24;0;4,5;0
2015-1-18;1;0;4,1;0
2015-1-18;2;0;3,8;0
2015-1-18;3;0;3,5;0
2015-1-18;4;0;3,1;0
2015-1-18;5;0;2,8;0
2015-1-18;6;0;2,5;0
2015-1-18;7;0;2,1;0
2015-1-18;8;0;1,8;0
2015-1-18;9;162;4;37,53
2015-1-18;10;260;5,4;58,93
2015-1-18;11;465;7;101,13
2015-1-18;12;676;8,6;140,68
2015-1-18;13;920;10,1;181,83
2015-1-18;14;885;11;175,18
2015-1-18;15;731;11,3;148,54
2015-1-18;16;510;10,7;108,05
2015-1-18;17;257;9,5;57,14
2015-1-18;18;0;9;0
2015-1-18;19;0;8,6;0
2015-1-18;20;0;8,1;0
2015-1-18;21;0;7,7;0
2015-1-18;22;0;7,2;0
2015-1-18;23;0;6,7;0
2015-1-18;24;0;6,3;0
2015-1-19;1;0;5,8;0
2015-1-19;2;0;5,3;0
2015-1-19;3;0;4,8;0
2015-1-19;4;0;4,4;0
2015-1-19;5;0;3,9;0
2015-1-19;6;0;3,4;0
2015-1-19;7;0;2,9;0
2015-1-19;8;0;2,4;0
2015-1-19;9;272;5,1;61,61
2015-1-19;10;547;7,3;117,16
2015-1-19;11;767;9,3;156,51
2015-1-19;12;879;10,9;174,28
2015-1-19;13;889;12;174,88
2015-1-19;14;740;12,3;149,34
2015-1-19;15;630;12,2;129,72
2015-1-19;16;451;11,4;96,18
2015-1-19;17;233;10,2;51,83
2015-1-19;18;0;9,6;0
2015-1-19;19;0;9;0
2015-1-19;20;0;8,5;0
2015-1-19;21;0;7,9;0
2015-1-19;22;0;7,4;0
2015-1-19;23;0;6,8;0
2015-1-19;24;0;6,3;0
2015-1-20;1;0;5,7;0
2015-1-20;2;0;5,2;0
2015-1-20;3;0;4,7;0
2015-1-20;4;0;4,1;0
2015-1-20;5;0;3,6;0
2015-1-20;6;0;3,1;0
2015-1-20;7;0;2,5;0
2015-1-20;8;0;2;0
2015-1-20;9;86;3,6;20,2
2015-1-20;10;470;6,1;102,58
2015-1-20;11;659;8,1;137,9
2015-1-20;12;700;9,5;144,39
2015-1-20;13;882;10,8;174,87
2015-1-20;14;901;11,6;177,24
2015-1-20;15;774;11,8;155,66
2015-1-20;16;527;11,2;111,05
2015-1-20;17;244;9,9;54,26
2015-1-20;18;0;9,4;0
2015-1-20;19;0;8,9;0
2015-1-20;20;0;8,5;0
2015-1-20;21;0;8;0
2015-1-20;22;0;7,5;0
2015-1-20;23;0;7,1;0
2015-1-20;24;0;6,6;0
2015-1-21;1;0;6,2;0
2015-1-21;2;0;5,7;0
2015-1-21;3;0;5,3;0
2015-1-21;4;0;4,8;0
2015-1-21;5;0;4,4;0
2015-1-21;6;0;4;0
2015-1-21;7;0;3,5;0
2015-1-21;8;0;3,1;0
2015-1-21;9;238;5,6;54,08
2015-1-21;10;528;7,8;113,17
2015-1-21;11;755;9,8;153,98
2015-1-21;12;872;11,4;172,64
2015-1-21;13;930;12,5;181,07
2015-1-21;14;813;13;161,3
2015-1-21;15;691;13;140,16
2015-1-21;16;367;12,1;79,11
2015-1-21;17;150;10,6;33,76
2015-1-21;18;0;10,3;0
2015-1-21;19;0;10;0
2015-1-21;20;0;9,7;0
2015-1-21;21;0;9,4;0
2015-1-21;22;0;9,1;0
2015-1-21;23;0;8,8;0
2015-1-21;24;0;8,5;0
2015-1-22;1;0;8,3;0
2015-1-22;2;0;8,1;0
2015-1-22;3;0;7,9;0
2015-1-22;4;0;7,7;0
2015-1-22;5;0;7,5;0
2015-1-22;6;0;7,3;0
2015-1-22;7;0;7,1;0
2015-1-22;8;0;6,9;0
2015-1-22;9;85;8,7;19,5
2015-1-22;10;144;9,7;32,58
2015-1-22;11;76;9,7;17,38
2015-1-22;12;23;9,3;5,31
2015-1-22;13;31;9,1;7,16
2015-1-22;14;362;10,1;78,87
2015-1-22;15;577;11,2;120,54
2015-1-22;16;355;11,4;76,94
2015-1-22;17;28;10,8;6,42
2015-1-22;18;0;10,3;0
2015-1-22;19;0;9,8;0
2015-1-22;20;0;9,3;0
2015-1-22;21;0;8,8;0
2015-1-22;22;0;8,3;0
2015-1-22;23;0;7,8;0
2015-1-22;24;0;7,3;0
2015-1-23;1;0;6,6;0
2015-1-23;2;0;5,8;0
2015-1-23;3;0;5,1;0
2015-1-23;4;0;4,4;0
2015-1-23;5;0;3,6;0
2015-1-23;6;0;2,9;0
2015-1-23;7;0;2,2;0
2015-1-23;8;0;1,4;0
2015-1-23;9;104;3,3;24,39
2015-1-23;10;399;5,5;88,37
2015-1-23;11;677;7,7;141,52
2015-1-23;12;915;9,8;181,3
2015-1-23;13;998;11,3;193,13
2015-1-23;14;953;12,1;185,16
2015-1-23;15;789;12,3;157,82
2015-1-23;16;532;11,6;111,77
2015-1-23;17;295;10,2;64,96
2015-1-23;18;0;9,4;0
2015-1-23;19;0;8,6;0
2015-1-23;20;0;7,8;0
2015-1-23;21;0;7;0
2015-1-23;22;0;6,2;0
2015-1-23;23;0;5,4;0
2015-1-23;24;0;4,5;0
2015-1-24;1;0;3,7;0
2015-1-24;2;0;2,9;0
2015-1-24;3;0;2;0
2015-1-24;4;0;1,2;0
2015-1-24;5;0;0,3;0
2015-1-24;6;0;-0,5;0
2015-1-24;7;0;-1,4;0
2015-1-24;8;0;-2,2;0
2015-1-24;9;236;0,7;54,88
2015-1-24;10;588;3,2;127,66
2015-1-24;11;761;5,2;158,8
2015-1-24;12;936;7;187,57
2015-1-24;13;997;8,2;196,3
2015-1-24;14;888;8,8;177,78
2015-1-24;15;796;8,8;162,01
2015-1-24;16;589;8,1;124,75
2015-1-24;17;245;6,5;55,37
2015-1-24;18;0;5,9;0
2015-1-24;19;0;5,3;0
2015-1-24;20;0;4,7;0
2015-1-24;21;0;4,1;0
2015-1-24;22;0;3,5;0
2015-1-24;23;0;2,8;0
2015-1-24;24;0;2,2;0
2015-1-25;1;0;1,8;0
2015-1-25;2;0;1,3;0
2015-1-25;3;0;0,9;0
2015-1-25;4;0;0,4;0
2015-1-25;5;0;0;0
2015-1-25;6;0;-0,5;0
2015-1-25;7;0;-0,9;0
2015-1-25;8;0;-1,4;0
2015-1-25;9;213;1,3;49,58
2015-1-25;10;512;3,7;112,29
2015-1-25;11;782;6;161,92
2015-1-25;12;960;7,9;190,61
2015-1-25;13;974;9,2;191,53
2015-1-25;14;961;9,9;188,71
2015-1-25;15;695;9,8;143,26
2015-1-25;16;579;9,1;122,22
2015-1-25;17;315;7,6;70,02
2015-1-25;18;0;7,2;0
2015-1-25;19;0;6,9;0
2015-1-25;20;0;6,5;0
2015-1-25;21;0;6,1;0
2015-1-25;22;0;5,7;0
2015-1-25;23;0;5,3;0
2015-1-25;24;0;4,9;0
2015-1-26;1;0;4,6;0
2015-1-26;2;0;4,3;0
2015-1-26;3;0;3,9;0
2015-1-26;4;0;3,6;0
2015-1-26;5;0;3,3;0
2015-1-26;6;0;3;0
2015-1-26;7;0;2,7;0
2015-1-26;8;0;2,4;0
2015-1-26;9;111;4,5;25,86
2015-1-26;10;488;7,3;105,57
2015-1-26;11;794;9,8;160,81
2015-1-26;12;894;11,6;176,09
2015-1-26;13;933;12,8;181,25
2015-1-26;14;881;13,4;172,24
2015-1-26;15;798;13,6;158,25
2015-1-26;16;600;13;123,68
2015-1-26;17;328;11,6;71,34
2015-1-26;18;0;11,2;0
2015-1-26;19;0;10,7;0
2015-1-26;20;0;10,2;0
2015-1-26;21;0;9,7;0
2015-1-26;22;0;9,2;0
2015-1-26;23;0;8,7;0
2015-1-26;24;0;8,3;0
2015-1-27;1;0;7,8;0
2015-1-27;2;0;7,4;0
2015-1-27;3;0;6,9;0
2015-1-27;4;0;6,5;0
2015-1-27;5;0;6,1;0
2015-1-27;6;0;5,6;0
2015-1-27;7;0;5,2;0
2015-1-27;8;0;4,8;0
2015-1-27;9;28;5,8;6,57
2015-1-27;10;62;6,4;14,43
2015-1-27;11;140;7,3;32,05
2015-1-27;12;304;8,6;67,37
2015-1-27;13;727;10,4;148,54
2015-1-27;14;441;11,1;94,35
2015-1-27;15;527;11,6;110,82
2015-1-27;16;137;11;30,84
2015-1-27;17;41;10,1;9,41
2015-1-27;18;0;9,6;0
2015-1-27;19;0;9;0
2015-1-27;20;0;8,5;0
2015-1-27;21;0;8;0
2015-1-27;22;0;7,4;0
2015-1-27;23;0;6,9;0
2015-1-27;24;0;6,4;0
2015-1-28;1;0;5,7;0
2015-1-28;2;0;5;0
2015-1-28;3;0;4,3;0
2015-1-28;4;0;3,6;0
2015-1-28;5;0;2,9;0
2015-1-28;6;0;2,2;0
2015-1-28;7;0;1,5;0
2015-1-28;8;0;0,9;0
2015-1-28;9;157;3,4;36,51
2015-1-28;10;441;5,7;96,91
2015-1-28;11;675;7,9;141
2015-1-28;12;569;8,9;120,44
2015-1-28;13;496;9,5;105,98
2015-1-28;14;689;10,1;141,95
2015-1-28;15;848;10,8;169,17
2015-1-28;16;631;10,5;131,05
2015-1-28;17;332;9,3;72,98
2015-1-28;18;0;8,7;0
2015-1-28;19;0;8,1;0
2015-1-28;20;0;7,5;0
2015-1-28;21;0;6,9;0
2015-1-28;22;0;6,3;0
2015-1-28;23;0;5,7;0
2015-1-28;24;0;5,1;0
2015-1-29;1;0;4,7;0
2015-1-29;2;0;4,2;0
2015-1-29;3;0;3,8;0
2015-1-29;4;0;3,3;0
2015-1-29;5;0;2,8;0
2015-1-29;6;0;2,3;0
2015-1-29;7;0;1,9;0
2015-1-29;8;0;1,4;0
2015-1-29;9;330;5,1;74,06
2015-1-29;10;561;7,3;119,87
2015-1-29;11;790;9,4;160,46
2015-1-29;12;939;11,3;183,72
2015-1-29;13;794;12;158,93
2015-1-29;14;717;12,3;145,29
2015-1-29;15;652;12,2;133,73
2015-1-29;16;509;11,5;107,42
2015-1-29;17;301;10,1;66,25
2015-1-29;18;0;9,7;0
2015-1-29;19;0;9,3;0
2015-1-29;20;0;8,9;0
2015-1-29;21;0;8,5;0
2015-1-29;22;0;8,1;0
2015-1-29;23;0;7,6;0
2015-1-29;24;0;7,2;0
2015-1-30;1;0;7;0
2015-1-30;2;0;6,7;0
2015-1-30;3;0;6,5;0
2015-1-30;4;0;6,2;0
2015-1-30;5;0;6;0
2015-1-30;6;0;5,7;0
2015-1-30;7;0;5,5;0
2015-1-30;8;0;5,3;0
2015-1-30;9;41;6,6;9,56
2015-1-30;10;44;6,7;10,26
2015-1-30;11;19;6,5;4,45
2015-1-30;12;210;7,7;47,46
2015-1-30;13;383;9,1;83,57
2015-1-30;14;365;10;79,53
2015-1-30;15;196;10,1;43,89
2015-1-30;16;93;9,8;21,2
2015-1-30;17;74;9,2;16,97
2015-1-30;18;0;9;0
2015-1-30;19;0;8,8;0
2015-1-30;20;0;8,6;0
2015-1-30;21;0;8,4;0
2015-1-30;22;0;8,2;0
2015-1-30;23;0;8;0
2015-1-30;24;0;7,8;0
2015-1-31;1;0;7,6;0
2015-1-31;2;0;7,4;0
2015-1-31;3;0;7,2;0
2015-1-31;4;0;7;0
2015-1-31;5;0;6,9;0
2015-1-31;6;0;6,7;0
2015-1-31;7;0;6,5;0
2015-1-31;8;0;6,3;0
2015-1-31;9;245;9,1;54,68
2015-1-31;10;458;10,9;97,8
2015-1-31;11;518;12,1;108,82
2015-1-31;12;691;13,4;139,86
2015-1-31;13;458;13,8;96,37
2015-1-31;14;220;13,3;48,31
2015-1-31;15;161;12,7;35,8
2015-1-31;16;166;12,1;36,99
2015-1-31;17;1;10,9;0,23
2015-1-31;18;0;10,7;0
2015-1-31;19;0;10,5;0
2015-1-31;20;0;10,2;0
2015-1-31;21;0;10;0
2015-1-31;22;0;9,8;0
2015-1-31;23;0;9,5;0
2015-1-31;24;0;9,3;0
2015-2-1;1;0;8,9;0
2015-2-1;2;0;8,6;0
2015-2-1;3;0;8,3;0
2015-2-1;4;0;8;0
2015-2-1;5;0;7,7;0
2015-2-1;6;0;7,4;0
2015-2-1;7;0;7,1;0
2015-2-1;8;0;6,7;0
2015-2-1;9;97;8,6;22,22
2015-2-1;10;70;8,9;16,08
2015-2-1;11;259;10,3;57,34
2015-2-1;12;506;12;106,57
2015-2-1;13;734;13,6;147,26
2015-2-1;14;574;14,4;118
2015-2-1;15;244;14;53,19
2015-2-1;16;95;13,2;21,3
2015-2-1;17;15;12,1;3,42
2015-2-1;18;0;11,7;0
2015-2-1;19;0;11,3;0
2015-2-1;20;0;10,9;0
2015-2-1;21;0;10,5;0
2015-2-1;22;0;10,1;0
2015-2-1;23;0;9,7;0
2015-2-1;24;0;9,3;0
2015-2-2;1;0;8,7;0
2015-2-2;2;0;8,1;0
2015-2-2;3;0;7,6;0
2015-2-2;4;0;7;0
2015-2-2;5;0;6,4;0
2015-2-2;6;0;5,9;0
2015-2-2;7;0;5,3;0
2015-2-2;8;0;4,7;0
2015-2-2;9;163;7,4;37,17
2015-2-2;10;588;10,9;122,79
2015-2-2;11;666;12,7;135,9
2015-2-2;12;280;12,6;61,09
2015-2-2;13;313;12,6;67,91
2015-2-2;14;588;13,3;121,27
2015-2-2;15;277;12,9;60,37
2015-2-2;16;289;12,4;63,02
2015-2-2;17;86;11,2;19,5
2015-2-2;18;0;10,5;0
2015-2-2;19;0;9,9;0
2015-2-2;20;0;9,2;0
2015-2-2;21;0;8,5;0
2015-2-2;22;0;7,8;0
2015-2-2;23;0;7,1;0
2015-2-2;24;0;6,4;0
2015-2-3;1;0;5,7;0
2015-2-3;2;0;5;0
